	ENG_e	FR_e	eng_stem	fr_stem	ratio_similarity
5340	spectroscope	spectroscope	spectroscop	spectroscop	100
5341	speculate	spéculer	specul	spécul	83
5342	speculative	spéculatif	specul	spécul	83
5343	spellable	épelable	spellabl	épel	50
5344	sphere	sphère	sphere	spher	91
5345	spice	pimenter	spice	piment	55
5346	spike	pic	spike	pic	50
5347	spillage	déversement	spillag	dévers	15
5348	spindle	broche	spindl	broch	0
5349	spine	la colonne vertébrale	spine	la colonne vertébral	16
5350	spire	flèche	spire	flech	20
5351	spite	dépit	spite	dep	25
5352	spitfire	cracheur de feu	spitfir	cracheur de feu	9
5353	spittle	salive	spittl	saliv	36
5354	splice	épissure	splice	épissur	15
5355	spline	spline	spline	splin	91
5356	splittable	fractionnable	splittabl	fraction	12
5357	splodge	éclaboussure	splodg	éclaboussur	12
5358	splurge	faire des folies	splurg	faire des fol	21
5359	spoilage	détérioration	spoilag	détérior	13
5360	spoke	parlait	spoke	parl	22
5361	spokeshave	wastringue	spokeshav	wastringu	11
5362	spokespeople	porte-parole	spokespeopl	porte-parol	55
5363	sponge	éponge	spong	épong	80
5364	spore	spore	spore	spor	89
5365	sportive	sportif	sportiv	sportif	86
5366	spouse	conjoint	spous	conjoint	15
5367	spree	fête	spree	fêt	0
5368	springtime	printemps	springtim	printemp	71
5369	sprinkle	saupoudrer	sprinkl	saupoudr	40
5370	sprite	lutin	sprite	lutin	18
5371	spruce	épicéa	spruce	épicé	36
5372	spume	écume	spume	écum	44
5373	spurge	euphorbe	spurg	euphorb	33
5374	spyhole	judas	spyhol	jud	0
5375	squabble	querelle	squabbl	querel	46
5376	square	carré	squar	carr	44
5377	squeegee	raclette	squeege	raclet	15
5378	squeeze	presser	squeez	press	18
5379	squiggle	gribouiller	squiggl	gribouill	38
5380	squire	écuyer	squir	écui	44
5381	stabilise	stabiliser	stabilis	stabilis	100
5382	stable	stable	stabl	stabl	100
5383	stablemate	compagnon d'écurie	stablem	compagnon d'écur	9
5384	stage	organiser	stage	organis	17
5385	stagnate	stagner	stagnat	stagn	83
5386	staircase	escalier	staircas	escali	43
5387	stake	pieu	stake	pieu	22
5388	stalactite	stalactite	stalactit	stalactit	100
5389	stalagmite	stalagmite	stalagmit	stalagmit	100
5390	stale	vicié	stale	vici	0
5391	stalemate	impasse	stalem	impass	17
5392	stampede	débandade	stamped	débandad	27
5393	stance	position	stanc	posit	40
5394	standardise	standardiser	standardis	standardis	100
5395	staple	agrafe	stapl	agraf	20
5396	stare	regard	stare	regard	36
5397	stargaze	stargaze	stargaz	stargaz	100
5398	starlike	comme une étoile	starlik	comme une étoil	18
5399	startle	surprendre	startl	surprendr	27
5400	starve	affamer	starv	affam	20
5401	state	Etat	state	etat	67
5402	statesmanlike	homme d'État	statesmanlik	homme d'état	25
5403	statue	statue	statu	statu	100
5404	statuesque	sculptural	statuesqu	sculptural	32
5405	statuette	statuette	statuett	statuet	93
5406	stature	stature	statur	statur	100
5407	statute	loi	statut	loi	0
5408	stave	portée	stave	port	22
5409	steeple	clocher	steepl	cloch	18
5410	steeplechase	steeple-chase	steeplechas	steeple-chas	96
5411	steerable	orientable	steerabl	orient	14
5412	steerage	entrepont	steerag	entrepont	25
5413	steppe	steppe	stepp	stepp	100
5414	stepwise	pas à pas	stepwis	pas à p	29
5415	stereotype	stéréotype	stereotyp	stéréotyp	78
5416	sterile	stérile	steril	stéril	83
5417	sterilise	stériliser	sterilis	stérilis	88
5418	stethoscope	stéthoscope	stethoscop	stéthoscop	90
5419	stevedore	débardeur	stevedor	débardeur	24
5420	stifle	étouffer	stifl	étouff	36
5421	stigmatise	stigmatiser	stigmatis	stigmatis	100
5422	stimulate	stimuler	stimul	stimul	100
5423	stipulate	stipuler	stipul	stipul	100
5424	stockade	palissade	stockad	palissad	40
5425	stockpile	stocker	stockpil	stock	77
5426	stodge	littérature indigeste	stodg	littérature indigest	16
5427	stoke	alimenter	stoke	aliment	17
5428	stole	a volé	stole	a vol	40
5429	stomachache	maux d'estomac	stomachach	maux d'estomac	50
5430	stone	calcul	stone	calcul	0
5431	stoneware	grès	stonewar	gres	17
5432	stooge	larbin	stoog	larbin	0
5433	stoppable	arrêtable	stoppabl	arrêt	15
5434	stoppage	arrêt	stoppag	arrêt	17
5435	storage	espace de rangement	storag	espace de rang	40
5436	store	boutique	store	boutiqu	17
5437	storehouse	entrepôt	storehous	entrepôt	35
5438	storyline	scénario	storylin	scénario	25
5439	stove	poêle	stove	poêl	22
5440	stovepipe	tuyau de poêle	stovepip	tuyau de poêl	19
5441	stowage	arrimage	stowag	arrimag	31
5442	straddle	enjamber	straddl	enjamb	15
5443	strafe	mitrailler	strafe	mitraill	43
5444	straggle	traîner	straggl	traîn	50
5445	strange	étrange	strang	étrang	83
5446	strangle	étrangler	strangl	étrangl	86
5447	stratosphere	stratosphère	stratospher	stratospher	100
5448	streamline	rationaliser	streamlin	rationalis	42
5449	streetwise	streetwise	streetwis	streetwis	100
5450	stretchable	extensible	stretchabl	extensibl	32
5451	stricture	rétrécissement	strictur	rétrec	43
5452	stride	foulée	stride	foul	0
5453	strife	conflit	strife	confl	18
5454	strike	frapper	strike	frapp	18
5455	stripe	Bande	stripe	band	0
5456	strive	aspirer	strive	aspir	36
5457	strode	marchait	strode	march	18
5458	stroke	accident vasculaire cérébral	stroke	accident vasculaire cérébral	18
5459	strove	s'efforçait	strove	s'efforc	29
5460	structure	structure	structur	structur	100
5461	struggle	lutter	struggl	lutt	18
5462	strychnine	strychnine	strychnin	strychnin	100
5463	stubble	chaume	stubbl	chaum	18
5464	stumble	trébucher	stumbl	trébuch	31
5465	style	style	style	styl	89
5466	stymie	stymie	stymi	stym	89
5467	styrene	styrène	styren	styren	100
5468	suave	suave	suav	suav	100
5469	subcommittee	sous-comité	subcommitte	sous-com	53
5470	subculture	sous-culture	subcultur	sous-cultur	80
5471	subdivide	subdiviser	subdivid	subdivis	88
5472	subdue	maîtriser	subdu	maîtris	17
5473	subjective	subjectif	subject	subject	100
5474	subjugate	subjuguer	subjug	subjugu	92
5475	subjunctive	subjonctif	subjunct	subjonct	88
5476	sublimate	sublimé	sublim	sublim	100
5477	sublime	sublime	sublim	sublim	100
5478	submarine	sous-marin	submarin	sous-marin	78
5479	submerge	submerger	submerg	submerg	100
5480	submergence	submersion	submerg	submers	86
5481	submersible	submersible	submers	submersibl	82
5482	submissive	soumis	submiss	soum	55
5483	submittable	soumis	submitt	soum	55
5484	subordinate	subalterne	subordin	subaltern	59
5485	subroutine	sous-programme	subroutin	sous-programm	36
5486	subscribe	s'abonner	subscrib	s'abon	29
5487	subservience	asservissement	subservi	asserv	71
5488	subside	se calmer	subsid	se calm	15
5489	subsidence	affaissement	subsid	affaissement	22
5490	subsidise	subventionner	subsidis	subvention	44
5491	subsistence	subsistance	subsist	subsist	100
5492	subspace	sous-espace	subspac	sous-espac	71
5493	substance	substance	substanc	substanc	100
5494	substantiate	justifier	substanti	justifi	50
5495	substantive	substantiel	substant	substantiel	84
5496	substitutable	substituable	substitut	substitu	94
5497	substitute	remplacer	substitut	remplac	0
5498	substrate	substrat	substrat	substrat	100
5499	substructure	structure	substructur	structur	84
5500	subsume	subsumer	subsum	subsum	100
5501	subsurface	sous la surface	subsurfac	sous la surfac	70
5502	subterfuge	subterfuge	subterfug	subterfug	100
5503	subtitle	Sous-titre	subtitl	sous-titr	62
5504	subtle	subtil	subtl	subtil	91
5505	subtractive	soustractif	subtract	soustract	82
5506	subtype	sous-type	subtyp	sous-typ	71
5507	subversive	subversif	subvers	subvers	100
5508	successive	successif	success	success	100
5509	succulence	succulence	succul	succulent	80
5510	suchlike	pareil	suchlik	pareil	15
5511	suckable	sucable	suckabl	sucabl	92
5512	suckle	téter	suckl	tet	0
5513	sucrose	saccharose	sucros	saccharos	67
5514	sue	poursuivre en justice	sue	poursuivre en justic	26
5515	suede	suède	sued	sued	100
5516	sufferance	souffrance	suffer	souffranc	67
5517	suffice	suffire	suffic	suffir	83
5518	suffocate	étouffer	suffoc	étouff	50
5519	suffrage	suffrage	suffrag	suffrag	100
5520	suffragette	suffragette	suffragett	suffraget	95
5521	suffuse	étouffer	suffus	étouff	50
5522	suggestible	suggestible	suggest	suggestibl	82
5523	suggestive	suggestif	suggest	suggest	100
5524	sugillate	suggérer	sugil	sugger	55
5525	suicide	suicide	suicid	suicid	100
5526	suitable	qui convient	suitabl	qui convient	32
5527	suitcase	valise	suitcas	valis	17
5528	suite	suite	suit	suit	100
5529	sulphate	sulfate	sulphat	sulfat	77
5530	sulphide	sulfure	sulphid	sulfur	46
5531	summable	sommable	summabl	sommabl	86
5532	summarise	résumer	summaris	résum	46
5533	summertime	heure d'été	summertim	heure d'et	32
5534	sunbathe	bronzer	sunbath	bronz	17
5535	sunrise	lever du soleil	sunris	lever du soleil	19
5536	sunshade	parasol	sunshad	parasol	14
5537	sunshine	ensoleillement	sunshin	ensoleil	40
5538	sunstroke	insolation	sunstrok	insol	46
5539	superabundance	surabondance	superabund	surabond	78
5540	superannuate	mettre à la retraite	superannu	mettre à la retrait	21
5541	superdense	superdense	superdens	superdens	100
5542	superglue	super colle	superglu	super coll	67
5543	superimpose	superposer	superimpos	superpos	89
5544	superintendence	surveillance	superintend	surveil	44
5545	superlative	superlatif	superl	superl	100
5546	supernovae	supernovae	supernova	supernova	100
5547	superordinate	superordonné	superordin	superordon	90
5548	superpose	superposer	superpos	superpos	100
5549	supersede	remplacer	supersed	remplac	13
5550	superstate	superstate	superst	superstat	88
5551	superstore	hypermarché	superstor	hypermarch	42
5552	superstructure	superstructure	superstructur	superstructur	100
5553	supervene	survenir	superven	surven	86
5554	supervise	superviser	supervis	supervis	100
5555	supine	couché	supin	couch	20
5556	supple	souple	suppl	soupl	80
5557	supplicate	supplier	supplic	suppli	92
5558	supportable	supportable	support	support	100
5559	supportive	solidaire	support	solidair	40
5560	suppose	supposer	suppos	suppos	100
5561	suppressible	suppressible	suppress	suppressibl	84
5562	suppressive	suppressif	suppress	suppress	100
5563	supreme	suprême	suprem	suprêm	83
5564	surcharge	surtaxe	surcharg	surtax	57
5565	sure	Bien sur	sure	bien sur	50
5566	surface	surface	surfac	surfac	100
5567	surge	monter	surg	mont	0
5568	surmise	conjecture	surmis	conjectur	27
5569	surmountable	surmontable	surmount	surmont	93
5570	surname	nom de famille	surnam	nom de famill	32
5571	surplice	surplis	surplic	surpl	83
5572	surprise	surprendre	surpris	surprendr	62
5573	surrogate	substitut	surrog	substitut	27
5574	surveillance	surveillance	surveil	surveil	100
5575	survivable	survivant	surviv	surviv	100
5576	survive	survivre	surviv	survivr	92
5577	susceptible	sensible	suscept	sensibl	29
5578	suspense	le suspense	suspens	le suspens	82
5579	sustainable	durable	sustain	durabl	31
5580	sustenance	subsistance	susten	subsist	62
5581	suture	suture	sutur	sutur	100
5582	swappable	échangeable	swappabl	échange	13
5583	swathe	envelopper	swath	envelopp	0
5584	swede	Suédois	swede	suédois	33
5585	sweepable	balayable	sweepabl	balai	31
5586	sweepstake	tirage au sort	sweepstak	tirage au sort	17
5587	sweetie	ma chérie	sweeti	ma cher	15
5588	swerve	embardée	swerv	embard	36
5589	swindle	escroquerie	swindl	escroquer	13
5590	swine	porc	swine	porc	0
5591	swipe	glisser	swipe	gliss	20
5592	switchable	commutable	switchabl	commut	13
5593	swore	juré	swore	jur	25
5594	sycamore	sycomore	sycamor	sycomor	86
5595	syllable	syllabe	syllabl	syllab	92
5596	symbolise	symboliser	symbolis	symbolis	100
5597	sympathise	sympathiser	sympathis	sympathis	100
5598	synagogue	synagogue	synagogu	synagogu	100
5599	synapse	synapse	synaps	synaps	100
5600	synchronise	synchroniser	synchronis	synchronis	100
5601	syndicate	syndicat	syndic	syndicat	86
5602	syndrome	syndrome	syndrom	syndrom	100
5603	synthesise	synthétiser	synthesis	synthétis	78
5604	syringe	seringue	syring	seringu	77
5605	systematise	systématiser	systematis	systématis	90
5606	tabernacle	tabernacle	tabernacl	tabernacl	100
5607	table	table	tabl	tabl	100
5608	tableware	vaisselle	tablewar	vaissel	27
5609	tabulate	tabuler	tabul	tabul	100
5610	tackle	s'attaquer à	tackl	s'attaquer à	24
5611	tactile	tactile	tactil	tactil	100
5612	tadpole	têtard	tadpol	têtard	50
5613	tailorable	personnalisable	tailor	personnalis	24
5614	tailormade	sur mesure	tailormad	sur mesur	22
5615	tailpiece	cordier	tailpiec	cordi	15
5616	tailplane	empennage	tailplan	empennag	12
5617	take	prendre	take	prendr	20
5618	takeable	prenable	takeabl	prenabl	57
5619	tale	conte	tale	cont	25
5620	talkative	bavard	talk	bavard	20
5621	talkie	talkie	talki	talk	89
5622	tambourine	tambourin	tambourin	tambourin	100
5623	tame	apprivoiser	tame	apprivois	15
5624	tangerine	mandarine	tangerin	mandarin	62
5625	tangible	tangible	tangibl	tangibl	100
5626	tangle	enchevêtrement	tangl	enchevêtr	14
5627	tankage	réservoir	tankag	réservoir	0
5628	tantalise	exciter	tantalis	excit	15
5629	tapdance	claquettes	tapdanc	claquet	14
5630	tape	enregistrer	tape	enregistr	15
5631	tartrate	tartrate	tartrat	tartrat	100
5632	taste	goûter	tast	goût	25
5633	tattle	cancans	tattl	cancan	18
5634	taxable	imposable	taxabl	impos	0
5635	taxdeductible	déductible d'impôts	taxdeduct	déductible d'impôt	37
5636	taxfree	libre d'impôt	taxfre	libre d'impôt	21
5637	teachable	enseignable	teachabl	enseign	13
5638	teammate	coéquipier	teammat	coéquipi	0
5639	tease	taquiner	teas	taquin	40
5640	teatime	l'heure du thé	teatim	l'heure du th	11
5641	technique	technique	techniqu	techniqu	100
5642	tee	tee	tee	te	80
5643	teehee	teehee	teehe	teehe	100
5644	teenage	adolescent	teenag	adolescent	38
5645	teepee	tipi	teepe	tip	50
5646	teethe	percer ses premières dents	teeth	percer ses premières dent	7
5647	teleconference	téléconférence	teleconfer	téléconférent	61
5648	telephone	Téléphone	telephon	téléphon	75
5649	telescope	télescope	telescop	télescop	88
5650	teletype	télétype	teletyp	télétyp	71
5651	televise	téléviser	televis	télévis	71
5652	telltale	témoin	telltal	témoin	15
5653	temperance	tempérance	temper	temper	100
5654	temperate	tempéré	temper	temper	100
5655	temperature	Température	temperatur	températur	90
5656	template	modèle	templat	model	33
5657	temple	temple	templ	templ	100
5658	tenable	défendable	tenabl	défend	33
5659	tense	tendu	tens	tendu	67
5660	tensile	traction	tensil	traction	29
5661	tentacle	tentacule	tentacl	tentacul	93
5662	tentative	provisoire	tent	provisoir	0
5663	tenure	mandat	tenur	mandat	18
5664	tepee	tipi	tepe	tip	57
5665	terminate	mettre fin	termin	mettre fin	50
5666	termite	termite	termit	termit	100
5667	terrace	terrasse	terrac	terr	80
5668	terrible	terrible	terribl	terribl	100
5669	terrine	terrine	terrin	terrin	100
5670	terrorise	terroriser	terroris	terroris	100
5671	terse	laconique	ters	lacon	0
5672	testable	testable	testabl	testabl	100
5673	testdrive	essai routier	testdriv	essai routi	42
5674	testicle	testicule	testicl	testicul	93
5675	testosterone	testostérone	testosteron	testostéron	91
5676	testtube	tube à essai	testtub	tube à ess	35
5677	tetrachloride	tétrachlorure	tetrachlorid	tétrachlorur	75
5678	tetroxide	tétroxyde	tetroxid	tétroxyd	75
5679	textile	textile	textil	textil	100
5680	texture	texture	textur	textur	100
5681	thalidomide	thalidomide	thalidomid	thalidomid	100
5682	thane	thane	thane	than	89
5683	thaumaturge	thaumaturge	thaumaturg	thaumaturg	100
5684	the	le	the	le	40
5685	theatre	théâtre	theatr	théâtr	67
5686	thee	te	thee	te	67
5687	theme	thème	theme	them	89
5688	thence	de là	thenc	de là	20
5689	theodolite	théodolite	theodolit	théodolit	89
5690	theorise	théoriser	theoris	théoris	86
5691	there	là	there	là	0
5692	therefore	donc	therefor	donc	17
5693	these	ces	these	ce	29
5694	thieve	voler	thiev	vol	25
5695	thimble	dé	thimbl	dé	0
5696	thine	le tien	thine	le tien	50
5697	thinkable	pensable	thinkabl	pensabl	53
5698	thistle	chardon	thistl	chardon	15
5699	thoroughfare	rue	thoroughfar	ru	31
5700	those	celles	those	cel	25
5701	threadbare	râpé	threadbar	râp	17
5702	three	Trois	three	trois	40
5703	threesome	trio	threesom	trio	50
5704	thrice	trois fois	thrice	trois fois	38
5705	thrive	prospérer	thrive	prosper	31
5706	throne	trône	throne	trôn	60
5707	throttle	Manette de Gaz	throttl	manette de gaz	19
5708	thyme	thym	thyme	thym	89
5709	tibiae	tibias	tibia	tibi	89
5710	tickle	chatouiller	tickl	chatouill	43
5711	tide	marée	tide	mar	0
5712	tie	attacher	tie	attach	22
5713	tightrope	corde raide	tightrop	corde raid	11
5714	tilde	tilde	tild	tild	100
5715	tile	tuile	tile	tuil	75
5716	tillage	labour	tillag	labour	33
5717	timbre	timbre	timbr	timbr	100
5718	time	temps	time	temp	50
5719	timebase	base de temps	timebas	base de temp	32
5720	timeframe	Plage de temps	timefram	plage de temp	19
5721	timelapse	laps de temps	timelaps	laps de temp	40
5722	timepiece	montre	timepiec	montr	15
5723	timescale	échelle de temps	timescal	échelle de temp	17
5724	timeshare	temps partagé	timeshar	temps partag	50
5725	timetable	calendrier	timet	calendri	15
5726	tincture	teinture	tinctur	teintur	86
5727	tinge	teinte	ting	teint	67
5728	tingle	picotement	tingl	picot	20
5729	tinkle	tintement	tinkl	tint	67
5730	tinware	articles en fer blanc	tinwar	articles en fer blanc	30
5731	tipple	tipple	tippl	tippl	100
5732	tiptoe	la pointe des pieds	tipto	la pointe des pied	17
5733	tirade	tirade	tirad	tirad	100
5734	tire	pneu	tire	pneu	25
5735	tiresome	fatigant	tiresom	fatig	33
5736	tissue	tissu	tissu	tissu	100
5737	tithe	dîme	tith	dîm	0
5738	titillate	titiller	titil	titill	91
5739	title	Titre	titl	titr	75
5740	titre	titre	titr	titr	100
5741	toddle	trébucher	toddl	trébuch	17
5742	toe	doigt de pied	toe	doigt de pied	25
5743	toffee	caramel au beurre	toffe	caramel au beurr	10
5744	toggle	basculer	toggl	bascul	18
5745	toilette	toilette	toilett	toilet	92
5746	tolerable	tolérable	toler	toler	100
5747	tolerance	tolérance	toler	toler	100
5748	tolerate	tolérer	toler	toler	100
5749	tollgate	péage	tollgat	péag	18
5750	toluene	toluène	toluen	toluen	100
5751	tombstone	pierre tombale	tombston	pierre tombal	38
5752	tome	tome	tome	tom	86
5753	tone	Ton	tone	ton	86
5754	tongue	langue	tongu	langu	60
5755	tonnage	tonnage	tonnag	tonnag	100
5756	tonne	tonne	tonn	ton	86
5757	tonsure	tonsure	tonsur	tonsur	100
5758	toothache	mal aux dents	toothach	mal aux dent	10
5759	toothpaste	dentifrice	toothpast	dentifric	11
5760	toothsome	savoureux	toothsom	savour	14
5761	tootle	jouer un petit air	tootl	jouer un petit air	17
5762	topple	renverser	toppl	renvers	0
5763	tore	déchiré	tore	déchir	20
5764	torque	couple	torqu	coupl	40
5765	tortoise	tortue	tortois	tortu	67
5766	torture	torture	tortur	tortur	100
5767	touche	touche	touch	touch	100
5768	toughie	dur	toughi	dur	22
5769	toupee	postiche	toupe	postich	17
5770	townscape	paysage urbain	townscap	paysage urbain	9
5771	townspeople	les citadins	townspeopl	les citadin	19
5772	trace	trace	trace	trac	89
5773	traceable	traçable	traceabl	traçabl	80
5774	tractable	docile	tractabl	docil	31
5775	trade	Commerce	trade	commerc	17
5776	tradeable	échangeable	tradeabl	échange	27
5777	tradespeople	commerçants	tradespeopl	commerc	11
5778	trainee	stagiaire	traine	stagiair	43
5779	trample	piétiner	trampl	piétin	17
5780	trampoline	trampoline	trampolin	trampolin	100
5781	trance	transe	tranc	trans	80
5782	tranche	tranche	tranch	tranch	100
5783	tranquillise	tranquilliser	tranquillis	tranquillis	100
5784	transcendence	transcendance	transcend	transcend	100
5785	transcribe	transcrire	transcrib	transcrir	89
5786	transferable	transférable	transfer	transfer	100
5787	transferee	cessionnaire	transfere	cessionnair	10
5788	transference	transfert	transfer	transfert	94
5789	transfinite	transfini	transfinit	transfin	89
5790	transformative	transformateur	transform	transform	100
5791	transgressive	transgressif	transgress	transgress	100
5792	transience	fugacité	transienc	fugac	29
5793	transitive	transitif	transit	transit	100
5794	translatable	traduisible	translat	traduisibl	56
5795	translate	Traduire	translat	traduir	40
5796	transliterate	translitérer	transliter	transliter	100
5797	translucence	translucidité	transluc	translucid	89
5798	transmissible	transmissible	transmiss	transmissibl	86
5799	transmissive	transmissif	transmiss	transmiss	100
5800	transmittable	transmissible	transmitt	transmissibl	67
5801	transmittance	transmission	transmitt	transmiss	78
5802	transmute	transmuter	transmut	transmut	100
5803	transpire	transpirer	transpir	transpir	100
5804	transportable	transportable	transport	transport	100
5805	transpose	transposer	transpos	transpos	100
5806	transverse	transversal	transvers	transversal	90
5807	transvestite	travesti	transvestit	travest	78
5808	trapeze	trapèze	trapez	trapez	100
5809	trappable	piégeable	trappabl	piégeabl	50
5810	traumatise	traumatiser	traumatis	traumatis	100
5811	travelogue	carnet de route	travelogu	carnet de rout	35
5812	traverse	traverser	travers	travers	100
5813	treacle	mélasse	treacl	mel	44
5814	treadle	pédale	treadl	pédal	36
5815	treasonable	trahison	treason	trahison	80
5816	treasure	Trésor	treasur	trésor	62
5817	treatable	traitable	treatabl	traitabl	88
5818	treatise	traité	treatis	trait	67
5819	treble	tripler	trebl	tripl	60
5820	tree	arbre	tree	arbre	44
5821	tremble	trembler	trembl	trembl	100
5822	trestle	chevalet	trestl	chevalet	14
5823	triage	triage	triag	triag	100
5824	triangle	Triangle	triangl	triangl	100
5825	triangulate	trianguler	triangul	triangul	100
5826	tribe	tribu	tribe	tribu	80
5827	tribespeople	tribu	tribespeopl	tribu	50
5828	tribune	tribune	tribun	tribun	100
5829	tribute	hommage	tribut	hommag	0
5830	trice	trice	trice	tric	89
5831	trickle	ruisseler	trickl	ruissel	46
5832	tricycle	tricycle	tricycl	tricycl	100
5833	trifle	bagatelle	trifl	bagatel	33
5834	triglyceride	triglycéride	triglycerid	triglycérid	91
5835	trilobite	trilobite	trilobit	trilobit	100
5836	tripartite	tripartite	tripartit	tripartit	100
5837	tripe	tripes	tripe	trip	89
5838	triplane	triplan	triplan	triplan	100
5839	triple	tripler	tripl	tripl	100
5840	triplicate	triplicata	triplic	triplicat	88
5841	tripwire	fil de voyage	tripwir	fil de voyag	11
5842	trireme	trirème	trirem	trirem	100
5843	trite	banal	trite	banal	0
5844	triumvirate	triumvirat	triumvir	triumvirat	89
5845	trivialise	banaliser	trivialis	banalis	50
5846	troglodyte	troglodyte	troglodyt	troglodyt	100
5847	trombone	trombone	trombon	trombon	100
5848	trope	trope	trope	trop	89
5849	tropopause	tropopause	tropopaus	tropopaus	100
5850	troposphere	troposphère	tropospher	tropospher	100
5851	trouble	difficulté	troubl	difficult	13
5852	troublesome	gênant	troublesom	gên	0
5853	trounce	écraser	trounc	écras	18
5854	troupe	troupe	troup	troup	100
5855	trove	trove	trove	trov	89
5856	truce	trêve	truce	trêv	44
5857	truculence	agressivité	trucul	agress	17
5858	trudge	marche pénible	trudg	marche pénibl	11
5859	true	vrai	true	vrai	25
5860	trueblue	vrai bleu	trueblu	vrai bleu	50
5861	truffle	truffe	truffl	truff	91
5862	truncate	tronquer	truncat	tronqu	46
5863	trundle	gigogne	trundl	gigogn	17
5864	trustee	curateur	truste	curateur	43
5865	tsetse	tsé-tsé	tsets	tse-ts	91
5866	tube	tube	tube	tub	86
5867	tumble	chute	tumbl	chut	22
5868	tunable	accordable	tunabl	accord	17
5869	tune	régler	tune	regl	25
5870	tuppence	tuppence	tuppenc	tuppenc	100
5871	turbine	turbine	turbin	turbin	100
5872	turbulence	turbulence	turbul	turbulent	80
5873	turnpike	autoroute à péage	turnpik	autoroute à péag	26
5874	turnstile	tourniquet	turnstil	tourniquet	56
5875	turntable	plaque tournante	turntabl	plaque tourn	40
5876	turpentine	essence de térébenthine	turpentin	essence de térébenthin	45
5877	turpitude	turpitude	turpitud	turpitud	100
5878	turquoise	turquoise	turquois	turquois	100
5879	turtle	tortue	turtl	tortu	40
5880	tussle	lutte	tussl	lutt	22
5881	tutelage	tutelle	tutelag	tutel	83
5882	twee	twee	twee	twe	86
5883	twelve	Douze	twelv	douz	0
5884	twice	à deux reprises	twice	à deux repris	11
5885	twiddle	tourner	twiddl	tourn	18
5886	twine	ficelle	twine	ficel	40
5887	twinge	pincement	twing	pinc	44
5888	twinkle	scintillement	twinkl	scintill	43
5889	twosome	couple	twosom	coupl	18
5890	tyke	chien bâtard	tyke	chien bâtard	12
5891	type	taper	type	tap	57
5892	typeface	police de caractères	typefac	police de caracter	32
5893	tyrannicide	tyrannicide	tyrannicid	tyrannicid	100
5894	tyrannise	tyranniser	tyrannis	tyrannis	100
5895	tyre	pneu	tyre	pneu	25
5896	uke	uke	uke	uke	100
5897	ukraine	Ukraine	ukrain	ukrain	100
5898	ukulele	ukulélé	ukulel	ukulel	100
5899	ulcerate	ulcérer	ulcer	ulcer	100
5900	ultimate	ultime	ultim	ultim	100
5901	ultramarine	outremer	ultramarin	outrem	50
5902	ultramontane	ultramontain	ultramontan	ultramontain	96
5903	umbrae	Ombre	umbra	ombre	60
5904	umbrage	ombrage	umbrag	ombrag	83
5905	umpire	arbitre	umpir	arbitr	36
5906	unable	incapable	unabl	incap	40
5907	unacceptable	inacceptable	unaccept	inaccept	88
5908	unaccountable	inexplicable	unaccount	inexplic	24
5909	unachievable	irréalisable	unachiev	irréalis	25
5910	unadaptive	inadapté	unadapt	inadapt	86
5911	unaddressable	non adressable	unaddress	non adress	74
5912	unaffordable	inabordable	unafford	inabord	67
5913	unalike	différent	unalik	différent	13
5914	unalterable	inaltérable	unalter	inalter	86
5915	unanswerable	sans réponse	unanswer	sans répons	42
5916	unappreciative	peu appréciable	unappreci	peu appréci	70
5917	unapproachable	inabordable	unapproach	inabord	35
5918	unarguable	incontestable	unargu	incontest	13
5919	unassailable	inattaquable	unassail	inattaqu	38
5920	unassertive	insouciant	unassert	insouci	13
5921	unattainable	inaccessible	unattain	inaccessibl	32
5922	unattractive	peu attrayant	unattract	peu attrai	63
5923	unattributable	non attribuable	unattribut	non attribu	76
5924	unavailable	indisponible	unavail	indisponibl	33
5925	unavoidable	inévitable	unavoid	inévit	46
5926	unaware	ignorant	unawar	ignor	36
5927	unbalance	déséquilibrer	unbal	déséquilibr	25
5928	unbearable	insupportable	unbear	insupport	27
5929	unbeatable	imbattable	unbeat	imbatt	50
5930	unbelievable	incroyable	unbeliev	incroi	29
5931	unbreakable	incassable	unbreak	incass	31
5932	unbridgeable	infranchissable	unbridg	infranchiss	33
5933	unbuckle	déboucler	unbuckl	déboucl	57
5934	unchallengeable	incontestable	unchalleng	incontest	32
5935	unchangeable	non modifiable	unchang	non modifi	24
5936	uncharitable	peu charitable	uncharit	peu charit	78
5937	uncheckable	non vérifiable	uncheck	non vérifi	12
5938	unclassifiable	inclassable	unclassifi	inclass	71
5939	uncle	oncle	uncl	oncle	67
5940	unclimbable	impossible à grimper	unclimb	impossible à grimp	24
5941	uncomfortable	inconfortable	uncomfort	inconfort	78
5942	uncommunicative	peu communicatif	uncommun	peu commun	78
5943	uncompetitive	non compétitif	uncompetit	non compétit	73
5944	uncompilable	incompilable	uncompil	incompil	88
5945	uncompromisable	irréprochable	uncompromis	irréproch	30
5946	unconquerable	invincible	unconquer	invincibl	22
5947	unconscionable	déraisonnable	unconscion	déraison	22
5948	uncontainable	incontrôlable	uncontain	incontrôl	56
5949	uncontrollable	incontrôlable	uncontrol	incontrôl	78
5950	uncooperative	peu coopératif	uncoop	peu cooper	62
5951	uncorrectable	incorrigible	uncorrect	incorrigibl	50
5952	uncountable	indénombrable	uncount	indénombr	25
5953	uncouple	découpler	uncoupl	découpl	71
5954	uncrackable	incassable	uncrack	incass	46
